"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Young, Mark T","WCWP 100 - Academic Writing (F)","SP19","20","8","75.0%","87.5%","8.00","B (3.13)","B+ (3.34)"
"Gagnon, Jeffrey C","WCWP 10A - The Writing Course A (0)","SP19","150","126","76.9%","91.5%","5.21","B (3.11)","B (3.21)"
"Gagnon, Jeffrey C","WCWP 10B - The Writing Course B (0)","SP19","633","337","66.7%","84.9%","4.16","B+ (3.34)","B+ (3.36)"
"McCleary, Keith Long","WCWP 100 - Academic Writing (A)","WI19","18","18","66.7%","88.9%","7.06","B (3.11)","N/A"
"McCleary, Keith Long","WCWP 100 - Academic Writing (B)","WI19","19","18","66.7%","100.0%","7.39","B (3.00)","N/A"
"McCleary, Keith Long","WCWP 100 - Academic Writing (C)","WI19","13","13","92.3%","100.0%","8.04","B- (2.92)","N/A"
"Blomstedt, Elizabeth Ann","WCWP 100 - Academic Writing (D)","WI19","17","9","100.0%","100.0%","5.39","B+ (3.67)","N/A"
"Young, Mark T","WCWP 100 - Academic Writing (E)","WI19","19","11","90.0%","90.0%","10.10","B (3.20)","N/A"
"Young, Mark T","WCWP 100 - Academic Writing (F)","WI19","18","5","80.0%","100.0%","5.70","B (3.20)","N/A"
"Young, Mark T","WCWP 100 - Academic Writing (G)","WI19","19","7","66.7%","83.3%","10.50","B- (2.83)","N/A"
"Gagnon, Jeffrey C","WCWP 10A - The Writing Course A (0)","WI19","357","264","72.1%","87.3%","4.12","B+ (3.32)","B (3.23)"
"Gagnon, Jeffrey C","WCWP 10B - The Writing Course B (0)","WI19","445","278","64.4%","83.6%","5.05","B+ (3.30)","B+ (3.35)"
"Blomstedt, Elizabeth Ann","WCWP 100 - Academic Writing (A)","FA18","20","16","87.5%","100.0%","5.50","B+ (3.69)","B+ (3.31)"
"McCleary, Keith Long","WCWP 100 - Academic Writing (B)","FA18","18","18","100.0%","100.0%","5.06","B+ (3.44)","N/A"
"McCleary, Keith Long","WCWP 100 - Academic Writing (C)","FA18","19","19","84.2%","94.7%","5.45","B (3.21)","N/A"
"McCleary, Keith Long","WCWP 100 - Academic Writing (D)","FA18","18","18","72.2%","100.0%","8.61","B+ (3.33)","N/A"
"Young, Mark T","WCWP 100 - Academic Writing (E)","FA18","15","7","100.0%","100.0%","7.93","B (3.29)","N/A"
"Young, Mark T","WCWP 100 - Academic Writing (F)","FA18","19","9","77.8%","88.9%","5.61","B+ (3.33)","N/A"
"Young, Mark T","WCWP 100 - Academic Writing (G)","FA18","20","8","71.4%","85.7%","8.79","B (3.29)","B (3.19)"
