"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Tustaniwskyj, Jerry I","MAE 156A - Fund. Prin./Mechanical Desgn I (B)","WI22","18","5","60.0%","80.0%","8.90","B+ (3.40)","N/A"
"Qi, Huihui","MAE 156B - Fund. Prin/Mechanical Desgn II (A)","WI22","17","15","93.3%","100.0%","18.50","B+ (3.53)","N/A"
"Tustaniwskyj, Jerry I","MAE 156B - Fund. Prin/Mechanical Desgn II (B)","WI22","16","8","87.5%","87.5%","12.25","B+ (3.63)","N/A"
"Evdokimenko, Ekaterina","MAE 160 - Mechanical Behavior/Materials (A)","WI22","114","72","100.0%","100.0%","6.56","B+ (3.61)","B+ (3.51)"
"Seshadri, Kalyanasundaram","MAE 171A - Mechanical Engineering Lab I (A)","WI22","111","45","51.2%","67.4%","8.50","B+ (3.52)","B+ (3.55)"
"de Callafon, Raymond A","MAE 175A - Aerospace Engineering Lab (A)","WI22","74","36","82.9%","77.1%","9.19","B+ (3.51)","A- (3.73)"
"Bahadori, Mohammad Yousef","MAE 181 - Space Mission Analysis/Design (A)","WI22","59","52","90.4%","90.4%","5.75","B+ (3.45)","B (3.29)"
"Ghazinejad, Maziar","MAE 190 - Topics in Mech and Aero Eng (A)","WI22","28","24","95.8%","100.0%","6.75","B+ (3.38)","B+ (3.54)"
"Lubarda, Marko","MAE 30A - Statics & Intro to Dynamics (A)","WI22","132","64","93.8%","93.8%","6.53","B+ (3.44)","B (3.15)"
"Qi, Huihui","MAE 30A - Statics & Intro to Dynamics (C)","WI22","111","102","96.1%","98.0%","7.41","B+ (3.39)","B- (2.77)"
"Rosengren, Aaron","MAE 30B - Dynamics and Vibrations (A)","WI22","18","16","56.3%","56.3%","9.25","C+ (2.63)","N/A"
"Bahadori, Mohammad Yousef","MAE 30B - Dynamics and Vibrations (C)","WI22","35","22","81.8%","86.4%","6.23","B (3.18)","B- (2.93)"
"Cortes, Jorge","MAE 40 - Linear Circuits (A)","WI22","115","59","91.4%","94.8%","8.23","B- (2.98)","B- (2.85)"
"Arefiev, Alexey","MAE 8 - MATLAB Program for Engr Analys (A)","WI22","101","89","80.7%","84.3%","5.62","B (3.17)","B (3.14)"
"Lubarda, Marko","MAE 8 - MATLAB Program for Engr Analys (B)","WI22","105","58","96.5%","96.5%","5.48","B+ (3.63)","B+ (3.46)"
"Ghazinejad, Maziar","MAE 93 - Design Compet/Design Race Car (A)","WI22","26","14","100.0%","100.0%","1.00","A (4.00)","N/A"
"Bahadori, Mohammad Yousef","MAE 101A - Introductory Fluid Mechanics (A)","FA21","57","46","80.4%","71.7%","8.15","B- (2.93)","B- (2.92)"
"Sarkar, Sutanu","MAE 101A - Introductory Fluid Mechanics (B)","FA21","23","20","100.0%","100.0%","7.30","B (3.00)","B- (2.97)"
"Chen, Renkun","MAE 101C - Heat Transfer (A)","FA21","65","36","91.4%","88.6%","7.01","B (3.09)","B (3.04)"
"Poulikakos, Lisa Voula","MAE 101C - Heat Transfer (B)","FA21","68","62","93.5%","96.8%","5.31","B (3.29)","B+ (3.51)"
"Sanchez, Antonio Luis","MAE 104 - Aerodynamics (B)","FA21","63","56","98.2%","96.4%","7.61","B (3.25)","B (3.25)"
"Bandaru, Prabhakar","MAE 105 - Intro to Mathematical Physics (A)","FA21","68","41","95.1%","100.0%","7.28","B (3.05)","B (3.28)"
"Becker, Janet Maria","MAE 105 - Intro to Mathematical Physics (B)","FA21","49","22","76.2%","85.7%","7.86","B- (2.82)","B- (2.82)"
"Lubarda, Marko","MAE 107 - Computational Methods/Engineer (A)","FA21","101","55","72.7%","89.1%","8.32","B (3.13)","B (3.11)"
"Tolley, Michael Thomas","MAE 107 - Computational Methods/Engineer (B)","FA21","63","33","97.0%","97.0%","7.59","B (3.27)","B (3.04)"
"Nomura, Keiko K.","MAE 11 - Thermodynamics (A)","FA21","100","85","86.9%","86.9%","9.24","B (3.06)","B- (2.92)"
"Saha, Abhishek","MAE 11 - Thermodynamics (B)","FA21","73","55","87.3%","90.9%","8.39","B- (2.84)","B (3.08)"
"Pawlak, Geno Ronald","MAE 122 - Flow & Transport/Environment (A)","FA21","60","28","67.9%","75.0%","8.64","B (3.19)","B- (2.98)"
"Nesterenko, Vitali F","MAE 130 - Advanced Vibrations (A)","FA21","30","16","75.0%","68.8%","6.00","B (3.06)","B (3.24)"
"Ghazinejad, Maziar","MAE 131A - Solid Mechanics I (A)","FA21","71","65","96.9%","98.5%","7.33","B (3.12)","B (3.04)"
"de Oliveira, Mauricio","MAE 143A - Signals and Systems (A)","FA21","76","35","73.5%","78.8%","8.21","B (3.20)","B (3.14)"
"Bewley, Thomas R","MAE 144 - Embedded Control & Robotics (A)","FA21","34","23","71.4%","61.9%","12.12","B- (2.81)","B+ (3.33)"
"Silberman, Jack","MAE 148 - Intro to Autonomous Vehicles (A)","FA21","10","5","60.0%","40.0%","12.90","A- (3.80)","N/A"
"Ghazinejad, Maziar","MAE 150 - Computer-Aided Design (A)","FA21","93","83","96.3%","100.0%","6.62","B+ (3.63)","B (3.26)"
"Gravish, Nicholas G","MAE 150 - Computer-Aided Design (B)","FA21","37","16","93.8%","93.8%","8.00","B (3.07)","B- (2.94)"
"Tynan, George Robert","MAE 152 - Intro Manual and CNC Machining (B)","FA21","10","6","100.0%","100.0%","1.17","A (4.00)","N/A"
"Tynan, George Robert","MAE 152 - Intro Manual and CNC Machining (C)","FA21","13","7","100.0%","100.0%","1.93","N/A","N/A"
"Tynan, George Robert","MAE 152 - Intro Manual and CNC Machining (D)","FA21","11","5","100.0%","100.0%","1.50","A (4.00)","N/A"
"Tynan, George Robert","MAE 152 - Intro Manual and CNC Machining (E)","FA21","11","7","100.0%","100.0%","1.07","A (4.00)","N/A"
"Delson, Nathan Joseph","MAE 156A - Fund. Prin./Mechanical Desgn I (A)","FA21","35","21","76.2%","76.2%","13.26","B+ (3.35)","B+ (3.39)"
"Lal, Ratnesh","MAE 170 - Experimental Techniques (A)","FA21","216","180","84.3%","87.1%","8.81","B+ (3.51)","A- (3.74)"
"Rosengren, Aaron","MAE 180A - Spacecraft Guidance I (A)","FA21","80","44","76.7%","62.8%","7.45","B- (2.89)","B- (2.85)"
"Schmidt, Oliver","MAE 190 - Topics in Mech and Aero Eng (B)","FA21","24","17","100.0%","100.0%","7.38","A- (3.81)","B+ (3.57)"
"Bahadori, Mohammad Yousef","MAE 2 - Intro to Aerospace Engineering (A)","FA21","61","49","95.7%","87.0%","6.07","B (3.20)","B+ (3.32)"
"Qi, Huihui","MAE 2 - Intro to Aerospace Engineering (B)","FA21","87","82","97.6%","97.6%","5.34","B+ (3.43)","B- (2.99)"
"Graeve, Olivia A","MAE 20 - Elements of Materials Science (B)","FA21","121","61","72.1%","79.7%","6.86","B+ (3.49)","B+ (3.45)"
"Cai, Shengqiang","MAE 21 - Aerospace Materials Science (A)","FA21","107","49","100.0%","91.8%","4.21","A- (3.81)","A- (3.71)"
"Morimoto, Tania","MAE 3 - Intro/Engineering Graphcs&Desn (A)","FA21","153","124","85.2%","94.3%","13.48","B+ (3.41)","B (3.21)"
"Qi, Huihui","MAE 3 - Intro/Engineering Graphcs&Desn (A)","FA21","153","124","85.2%","92.6%","13.48","B+ (3.41)","B (3.21)"
"Delson, Nathan Joseph","MAE 30A - Statics & Intro to Dynamics (A)","FA21","37","22","90.5%","75.0%","7.00","B+ (3.55)","B- (2.82)"
"Bitmead, Robert R.","MAE 40 - Linear Circuits (A)","FA21","104","55","72.7%","50.9%","7.95","B- (2.75)","B- (2.92)"
"Pham, Hieu Tan","MAE 8 - MATLAB Program for Engr Analys (A)","FA21","187","90","92.0%","93.2%","7.40","B+ (3.47)","B (3.04)"
"Delson, Nathan Joseph","MAE 87 - Freshman Seminar (A)","FA21","22","14","100.0%","92.9%","1.64","A (4.00)","N/A"
"Bahadori, Mohammad Yousef","MAE 101B - Advanced Fluid Mechanics (A)","S221","32","23","87.0%","78.3%","9.72","C+ (2.65)","C+ (2.39)"
"Pasetto, Marco","MAE 107 - Computational Methods/Engineer (A)","S221","39","36","80.6%","91.7%","10.44","B+ (3.33)","B+ (3.46)"
"Silberman, Jack","MAE 148 - Intro to Autonomous Vehicles (A)","S221","7","5","100.0%","100.0%","18.10","A- (3.80)","N/A"
"Evdokimenko, Ekaterina","MAE 20 - Elements of Materials Science (A)","S221","23","16","100.0%","100.0%","8.50","B+ (3.60)","B+ (3.33)"
"Bahadori, Mohammad Yousef","MAE 30B - Dynamics and Vibrations (A)","S221","20","13","100.0%","69.2%","7.88","B- (2.85)","B- (2.76)"
"Bewley, Thomas R","MAE 40 - Linear Circuits (A)","S221","17","7","57.1%","0.0%","11.07","C+ (2.43)","N/A"
"Phan, Alex Minh Giang","MAE 8 - MATLAB Program for Engr Analys (A)","S221","63","57","98.2%","96.5%","9.13","B+ (3.54)","B+ (3.54)"
"Bahadori, Mohammad Yousef","MAE 101A - Introductory Fluid Mechanics (A)","S121","29","22","81.8%","72.7%","8.68","C+ (2.68)","B- (2.96)"
"Pham, Hieu Tan","MAE 101C - Heat Transfer (A)","S121","20","8","87.5%","100.0%","9.75","B (3.13)","B (3.16)"
"Bahadori, Mohammad Yousef","MAE 104 - Aerodynamics (A)","S121","34","24","91.7%","83.3%","9.25","B (3.08)","B- (2.92)"
"Bandaru, Prabhakar","MAE 105 - Intro to Mathematical Physics (A)","S121","22","7","100.0%","85.7%","10.79","C (2.29)","B (3.17)"
"Carlson, Scott Leland","MAE 11 - Thermodynamics (A)","S121","28","12","66.7%","66.7%","12.33","B- (2.92)","C (2.25)"
"Qi, Huihui","MAE 131A - Solid Mechanics I (B)","S121","20","19","100.0%","100.0%","6.61","B+ (3.32)","C+ (2.59)"
"Phan, Alex Minh Giang","MAE 150 - Computer-Aided Design (A)","S121","18","13","92.3%","92.3%","11.27","B+ (3.54)","N/A"
"Qi, Huihui","MAE 30A - Kinematics (A)","S121","31","26","100.0%","96.2%","7.96","B+ (3.38)","C+ (2.60)"
"Phan, Alex Minh Giang","MAE 8 - MATLAB Program for Engr Analys (A)","S121","53","9","100.0%","100.0%","8.28","B+ (3.33)","B (3.25)"
"Miller, David R.","MAE 101B - Advanced Fluid Mechanics (A)","SP21","6","5","100.0%","100.0%","7.30","B+ (3.40)","N/A"
"Nomura, Keiko K.","MAE 101B - Advanced Fluid Mechanics (B)","SP21","115","101","98.0%","97.0%","7.73","B+ (3.32)","B (3.15)"
"Coimbra, Carlos F.","MAE 101C - Heat Transfer (A)","SP21","27","19","89.5%","94.7%","8.50","B- (2.94)","B (3.26)"
"Poulikakos, Lisa Voula","MAE 101C - Heat Transfer (B)","SP21","26","24","100.0%","100.0%","7.83","B (3.29)","B+ (3.42)"
"Carreira Pedro, Hugo T","MAE 101D - Intermediate Heat Transfer (A)","SP21","16","13","100.0%","100.0%","9.27","B+ (3.50)","N/A"
"Saintillan, David","MAE 105 - Intro to Mathematical Physics (A)","SP21","113","79","88.6%","97.5%","7.92","B+ (3.34)","B (3.27)"
