"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Rutherford, Lamar","MGT 121B - Innovation to Market B (A)","SP16","13","10","88.9%","100.0%","3.00","A- (3.89)","N/A"
"Krishnan, Viswanathan","MGT 128 - Innovation in Srvc Entrprises (A)","SP16","18","16","100.0%","100.0%","4.63","A- (3.73)","N/A"
"Sullivan, Robert S.","MGT 129 - Topics in Entrepreneurship (A)","SP16","23","15","100.0%","100.0%","1.73","A- (3.93)","B (3.10)"
"Houskeeper, Robert","MGT 131A - Intermediate Accounting A (A)","SP16","129","107","97.2%","97.2%","5.30","B+ (3.68)","B (3.03)"
"Houskeeper, Robert","MGT 131B - Intermediate Accounting B (A)","SP16","119","87","96.5%","97.6%","6.31","B+ (3.57)","B (3.22)"
"Blakley, Bruce","MGT 132 - Auditing (A)","SP16","46","45","90.9%","95.5%","6.45","A- (3.75)","B+ (3.64)"
"Doran, Martha S","MGT 132 - Auditing (B)","SP16","27","25","80.0%","88.0%","7.17","B (3.24)","B (3.07)"
"Houskeeper, Robert","MGT 134 - Federal Taxation-Individuals (A)","SP16","58","52","98.1%","100.0%","4.93","A- (3.76)","A- (3.78)"
"Anderson, John Charles","MGT 135 - Federal Taxation-Companies (A)","SP16","15","13","100.0%","92.3%","4.19","B+ (3.55)","N/A"
"Lindenberger, Wade Douglas","MGT 136 - Advanced Accounting (A)","SP16","132","127","95.3%","96.9%","5.43","B+ (3.68)","B+ (3.60)"
"Kim, Kihoon","MGT 153 - Business Analytics (A)","SP16","35","31","96.8%","83.9%","6.24","B (3.27)","B (3.26)"
"Campbell, Robert Harold","MGT 16 - Personal Ethics at Work (A)","SP16","113","107","100.0%","100.0%","3.47","B+ (3.67)","B+ (3.51)"
"Campbell, Robert Harold","MGT 16 - Personal Ethics at Work (B)","SP16","111","106","100.0%","100.0%","3.34","A- (3.75)","B+ (3.51)"
