"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Anderson, Kenneth","MUS 95G - Gospel Choir (A)","SP22","335","88","97.6%","97.6%","1.51","A (4.00)","N/A"
"Anderson, Kenneth","MUS 95G - Gospel Choir (B)","SP22","178","59","96.4%","96.4%","1.43","A (4.00)","N/A"
"Kenyatta, Kamau","MUS 95JC - Jazz Chamber Ensembles (A)","SP22","27","9","100.0%","100.0%","1.83","A (4.00)","A (4.00)"
"Sussman, Diana Wald","MUS 95K - Chamber Singers (A)","SP22","6","4","75.0%","75.0%","2.50","A (4.00)","N/A"
"Jones, Michael David","MUS 95L - Wind Ensemble (A)","SP22","46","15","100.0%","100.0%","1.83","A (4.00)","A (4.00)"
"Seshadri, Kartik","MUS 95W - World Music Ensembles (A)","SP22","60","11","100.0%","90.9%","5.41","A- (3.90)","A- (3.82)"
"Seshadri, Kartik","MUS 95W - World Music Ensembles (B)","SP22","35","9","88.9%","77.8%","2.00","A (4.00)","A- (3.96)"
"Karis, Aleck","MUS 101B - Music Theory and Practice II (A)","WI22","26","9","88.9%","100.0%","6.28","B+ (3.38)","B- (2.79)"
"Stephenson, Alex Edward","MUS 103B - Seminar in Composition II (A)","WI22","10","8","100.0%","100.0%","5.25","A (4.00)","N/A"
"Guy, Nancy","MUS 107 - Critical Studies Seminar (A)","WI22","9","8","100.0%","100.0%","4.00","B+ (3.63)","N/A"
"Ung, Chinary","MUS 111 - Topics/World Music Traditions (A)","WI22","93","27","73.1%","80.8%","3.35","A- (3.77)","A- (3.82)"
"Pasler, Jann Corinne","MUS 113 - Topic/Classic&Romantc & Modern (A)","WI22","27","11","54.5%","63.6%","4.50","A- (3.70)","B- (2.78)"
"Terrazas Perez, Wilfrido D","MUS 114 - Music of The 20th Century (A)","WI22","141","58","100.0%","100.0%","3.18","A- (3.98)","A- (3.91)"
"Davis, Anthony Curtis","MUS 12 - Opera (A)","WI22","91","35","94.1%","97.0%","4.26","A- (3.84)","B+ (3.61)"
"Dresser, Mark Stuart","MUS 127 - Discover Jazz (A)","WI22","101","35","100.0%","94.1%","4.03","A- (3.90)","B+ (3.64)"
"Leslie, Matthew","MUS 13 - Worlds of Music (A)","WI22","99","57","94.7%","98.2%","2.54","A- (3.95)","A- (3.90)"
"Ohnishi, Takae","MUS 130 - Chamber Music Performance (A)","WI22","25","9","100.0%","100.0%","3.00","A (4.00)","A (4.00)"
"Kenyatta, Kamau","MUS 137B - Jazz Theory and Improvisation (A)","WI22","24","9","100.0%","100.0%","3.83","A (4.00)","A (4.00)"
"Burr, Anthony I","MUS 143 - Department Seminar (A)","WI22","16","4","75.0%","75.0%","0.50","A (4.00)","N/A"
"Schulmeister, Kathryn Crandall","MUS 15 - Popular Music (A)","WI22","277","106","100.0%","100.0%","2.56","A- (3.93)","A- (3.86)"
"Borgo, David Garcia","MUS 150 - Jazz & Music/African Diaspora (A)","WI22","26","18","88.9%","94.1%","3.83","B+ (3.50)","B+ (3.50)"
"Dubnov, Shlomo","MUS 160A - Senior Proj/Computing Arts I (A)","WI22","19","6","83.3%","83.3%","6.83","A (4.00)","N/A"
"Burr, Anthony I","MUS 17 - Hip-Hop (A)","WI22","382","137","91.7%","95.5%","3.27","A- (3.86)","B+ (3.66)"
"Smyth, Tamara R.","MUS 171 - Computer Music I (A)","WI22","108","27","88.5%","88.5%","5.39","B+ (3.63)","B+ (3.52)"
"Britt, King James","MUS 174B - Audio&MIDI StudioTechniques II (A)","WI22","24","9","100.0%","100.0%","10.28","B+ (3.67)","A- (3.89)"
"Erbe, Tom","MUS 177 - Music Programming (A)","WI22","11","4","100.0%","100.0%","5.50","A (4.00)","N/A"
"Britt, King James","MUS 19R - Blacktronika: Afrofuturism (A)","WI22","191","75","98.6%","95.9%","2.95","A- (3.85)","A- (3.78)"
"Zhang, Shaoai","MUS 1B - Fundamentals of Music B (A)","WI22","96","70","91.4%","94.3%","4.33","A- (3.79)","B+ (3.60)"
"Borgo, David Garcia","MUS 20 - Exploring the Musical Mind (A)","WI22","42","34","88.2%","100.0%","3.09","A- (3.93)","A- (3.91)"
"Carlson, Erik Norman","MUS 2B - Basic Musicianship (A)","WI22","27","11","90.9%","100.0%","1.41","A- (3.91)","A- (3.88)"
"Ohnishi, Takae","MUS 2BK - Basic Keyboard (A)","WI22","9","3","100.0%","100.0%","1.83","A (4.00)","N/A"
"Liu, Anqi","MUS 33B - Introduction to Composition II (A)","WI22","5","5","100.0%","100.0%","6.90","A- (3.80)","N/A"
"Brindamour, Lydia Winsor","MUS 4 - Introduction to Western Music (A)","WI22","207","87","96.6%","98.9%","3.03","A- (3.81)","B+ (3.63)"
"Burr, Anthony I","MUS 43 - Department Seminar (A)","WI22","88","21","84.2%","89.5%","0.50","A (4.00)","N/A"
"Lloyd-Jones, Rebecca Louise","MUS 5 - Sound in Time (A)","WI22","141","60","96.6%","100.0%","2.88","A- (3.91)","A- (3.83)"
"Carlson, Erik Norman","MUS 95E - Chamber Orchestra (A)","WI22","22","13","100.0%","100.0%","2.04","A (4.00)","A (4.00)"
"Anderson, Kenneth","MUS 95G - Gospel Choir (A)","WI22","378","118","99.1%","100.0%","2.06","A (4.00)","N/A"
"Anderson, Kenneth","MUS 95G - Gospel Choir (B)","WI22","210","71","98.5%","100.0%","1.75","A (4.00)","N/A"
"Kenyatta, Kamau","MUS 95JC - Jazz Chamber Ensembles (A)","WI22","24","5","100.0%","100.0%","1.00","A (4.00)","A (4.00)"
"Sussman, Diana Wald","MUS 95K - Chamber Singers (A)","WI22","7","3","100.0%","100.0%","1.17","A (4.00)","N/A"
"Jones, Michael David","MUS 95L - Wind Ensemble (A)","WI22","41","18","100.0%","100.0%","1.13","A (4.00)","A (4.00)"
"Seshadri, Kartik","MUS 95W - World Music Ensembles (A)","WI22","25","9","88.9%","88.9%","3.39","A- (3.89)","A- (3.91)"
"Karis, Aleck","MUS 101A - Music Theory and Practice I (A)","FA21","29","15","93.3%","100.0%","4.77","B+ (3.40)","B (3.18)"
"Ung, Chinary","MUS 103A - Seminar in Composition I (A)","FA21","8","3","66.7%","66.7%","1.17","A (4.00)","N/A"
"Terrazas Perez, Wilfrido D","MUS 107 - Critical Studies Seminar (A)","FA21","11","3","100.0%","100.0%","1.83","A (4.00)","N/A"
"Curtis, Charles Rector","MUS 114 - Music of The 20th Century (A)","FA21","120","43","92.9%","90.2%","3.69","A- (3.86)","A- (3.80)"
"Narucki, Susan M","MUS 12 - Opera (A)","FA21","69","37","94.6%","100.0%","2.34","A- (3.94)","B+ (3.62)"
"Leslie, Matthew","MUS 120A - Hist Mus in Westrn Culture I (A)","FA21","38","19","94.4%","100.0%","2.28","A- (3.94)","A- (3.94)"
"Borgo, David Garcia","MUS 126 - Blues: An Oral Tradition (A)","FA21","136","99","99.0%","100.0%","5.25","A- (3.90)","A- (3.70)"
"Davis, Anthony Curtis","MUS 127 - Discover Jazz (A)","FA21","87","32","60.0%","53.3%","2.83","A- (3.82)","A- (3.82)"
"Ohnishi, Takae","MUS 130 - Chamber Music Performance (A)","FA21","19","8","100.0%","100.0%","5.75","A (4.00)","N/A"
"Kenyatta, Kamau","MUS 137A - Jazz Theory and Improvisation (A)","FA21","31","16","93.8%","93.8%","4.25","B+ (3.63)","B+ (3.66)"
"Burr, Anthony I","MUS 143 - Department Seminar (A)","FA21","10","3","100.0%","100.0%","0.50","N/A","N/A"
"Bain, Landon Lee","MUS 15 - Popular Music (A)","FA21","173","84","92.5%","98.7%","2.93","A- (3.91)","B+ (3.54)"
"Puckette, Miller S.","MUS 170 - Musical Acoustics (A)","FA21","52","19","100.0%","100.0%","4.03","A- (3.94)","A- (3.82)"
