"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Ohnishi, Takae","MUS 130 - Chamber Music Performance (A)","WI19","23","12","88.9%","100.0%","3.50","A (4.00)","A (4.00)"
"Kenyatta, Kamau","MUS 137B - Jazz Theory and Improvisation (A)","WI19","25","8","100.0%","100.0%","2.00","A (4.00)","A (4.00)"
"Digney, Fiona Ruth","MUS 15 - Popular Music (A)","WI19","191","89","84.5%","78.3%","2.29","A- (3.79)","A- (3.75)"
"Erbe, Tom","MUS 160A - Senior Proj/Computing Arts I (A)","WI19","16","6","100.0%","100.0%","4.83","A (4.00)","N/A"
"Babin, Thomas Andrew","MUS 17 - Hip-Hop (A)","WI19","372","160","95.3%","89.9%","2.29","A- (3.76)","B+ (3.66)"
"Smyth, Tamara R.","MUS 171 - Computer Music I (A)","WI19","81","40","52.6%","57.9%","5.82","B (3.09)","B (3.13)"
"Tiruviluamala, Nakul Venkat","MUS 173 - Electronic Music Prod & Comp (A)","WI19","32","14","100.0%","100.0%","6.07","A- (3.93)","A (4.00)"
"Burr, Anthony I","MUS 174B - Audio&MIDI StudioTechniques II (A)","WI19","26","8","100.0%","100.0%","4.25","A- (3.88)","B+ (3.68)"
"Clarino, Christopher Richard","MUS 1B - Fundamentals of Music B (A)","WI19","111","40","76.9%","69.2%","3.22","B+ (3.42)","B- (2.74)"
"Murphy-Mancini, Justin Joseph","MUS 2B - Basic Musicianship (A)","WI19","14","3","100.0%","100.0%","4.50","A (4.00)","N/A"
"Murphy-Mancini, Justin Joseph","MUS 2B - Basic Musicianship (B)","WI19","16","10","100.0%","100.0%","3.50","A (4.00)","N/A"
"Ohnishi, Takae","MUS 2BK - Basic Keyboard (A)","WI19","11","4","100.0%","100.0%","2.50","A (4.00)","N/A"
"Davis, Anthony Curtis","MUS 33B - Introduction to Composition II (A)","WI19","13","4","50.0%","25.0%","6.50","A- (3.75)","N/A"
"Nussman, Jonathan Banks","MUS 4 - Introduction to Western Music (A)","WI19","189","147","93.8%","97.2%","3.30","B+ (3.64)","B+ (3.49)"
"Burr, Anthony I","MUS 43 - Department Seminar (A)","WI19","91","21","83.3%","100.0%","1.00","A- (3.80)","N/A"
"Thorpe, Suzanne","MUS 5 - Sound in Time (A)","WI19","135","116","81.6%","93.9%","2.46","A- (3.83)","B+ (3.70)"
"Larson, Philip Clarion","MUS 95C - Concert Choir (A)","WI19","28","7","100.0%","100.0%","1.83","A (4.00)","A (4.00)"
"Larson, Philip Clarion","MUS 95C - Concert Choir (B)","WI19","29","12","100.0%","100.0%","2.00","A (4.00)","A (4.00)"
"Schick, Steven","MUS 95D - Symphonic Chorus (A)","WI19","14","7","100.0%","100.0%","1.07","A (4.00)","N/A"
"Kline, Matthew John","MUS 95E - Chamber Orchestra (A)","WI19","24","16","100.0%","100.0%","2.90","A (4.00)","A (4.00)"
"Anderson, Kenneth","MUS 95G - Gospel Choir (A)","WI19","295","101","98.9%","100.0%","1.06","A (4.00)","N/A"
"Anderson, Kenneth","MUS 95G - Gospel Choir (B)","WI19","146","52","98.0%","98.0%","1.77","A- (3.88)","N/A"
"Kenyatta, Kamau","MUS 95JC - Jazz Chamber Ensembles (A)","WI19","22","10","100.0%","100.0%","2.50","A (4.00)","A (4.00)"
"Larson, Philip Clarion","MUS 95K - Chamber Singers (A)","WI19","24","6","100.0%","100.0%","1.17","A (4.00)","A (4.00)"
"Beauton, James Alan","MUS 95L - Wind Ensemble (A)","WI19","46","24","100.0%","100.0%","2.76","A- (3.95)","A (4.00)"
"Seshadri, Kartik","MUS 95W - World Music Ensembles (A)","WI19","27","7","100.0%","85.7%","2.21","A- (3.86)","A- (3.97)"
"Seshadri, Kartik","MUS 95W - World Music Ensembles (B)","WI19","56","8","85.7%","85.7%","2.79","A- (3.71)","A- (3.97)"
"Karis, Aleck","MUS 101A - Music Theory and Practice I (A)","FA18","34","13","92.3%","92.3%","7.27","B (3.15)","B (3.23)"
"Murphy-Mancini, Justin Joseph","MUS 120A - Hist Mus in Westrn Culture I (A)","FA18","33","11","70.0%","70.0%","7.30","B+ (3.50)","A- (3.75)"
"Borgo, David Garcia","MUS 126 - Blues: An Oral Tradition (A)","FA18","109","72","88.6%","94.3%","3.40","A- (3.73)","B+ (3.49)"
"Rubio, Juan David","MUS 13 - Worlds of Music (A)","FA18","127","105","80.4%","88.1%","3.35","A- (3.72)","B+ (3.68)"
"Ohnishi, Takae","MUS 130 - Chamber Music Performance (A)","FA18","20","11","100.0%","100.0%","4.50","A- (3.91)","A (4.00)"
"Kenyatta, Kamau","MUS 137A - Jazz Theory and Improvisation (A)","FA18","31","10","100.0%","100.0%","1.70","A- (3.90)","A- (3.92)"
"Nussman, Jonathan Banks","MUS 15 - Popular Music (A)","FA18","190","99","86.6%","93.8%","3.22","B+ (3.65)","B+ (3.55)"
"Hochman, Joshua David","MUS 15 - Popular Music (B)","FA18","175","95","59.1%","74.7%","3.23","B (3.13)","B (3.07)"
"Burr, Anthony I","MUS 17 - Hip-Hop (A)","FA18","368","164","89.1%","92.3%","2.94","A- (3.73)","B+ (3.36)"
"Puckette, Miller S.","MUS 170 - Musical Acoustics (A)","FA18","84","32","54.8%","58.6%","5.03","B+ (3.57)","B (3.16)"
"Hsu, Jennifer Shanchen","MUS 173 - Electronic Music Prod & Comp (A)","FA18","24","8","100.0%","100.0%","4.25","A- (3.88)","A- (3.81)"
"Burr, Anthony I","MUS 174A - Audio&MIDIStudioTechniques I (A)","FA18","29","6","100.0%","100.0%","4.17","A- (3.80)","A- (3.76)"
"Erbe, Tom","MUS 177 - Music Programming (A)","FA18","9","5","100.0%","100.0%","3.70","B (3.25)","N/A"
"Clarino, Christopher Richard","MUS 1A - Fundamentals of Music A (A)","FA18","125","62","70.2%","67.9%","3.98","B+ (3.47)","B (3.08)"
"Miller, Caroline Louise","MUS 1A - Fundamentals of Music A (B)","FA18","130","72","84.3%","66.7%","2.62","A- (3.83)","A- (3.74)"
"Carlson, Erik Norman","MUS 2A - Basic Musicianship (A)","FA18","14","5","100.0%","100.0%","2.90","A- (3.80)","N/A"
"Carlson, Erik Norman","MUS 2A - Basic Musicianship (B)","FA18","20","14","100.0%","100.0%","2.64","A- (3.93)","A (4.00)"
"Ohnishi, Takae","MUS 2AK - Basic Keyboard (A)","FA18","14","5","100.0%","100.0%","2.50","A (4.00)","N/A"
"Ohnishi, Takae","MUS 2AK - Basic Keyboard (B)","FA18","11","5","100.0%","100.0%","2.90","A- (3.80)","N/A"
"Ohnishi, Takae","MUS 2AK - Basic Keyboard (C)","FA18","7","4","100.0%","100.0%","1.00","A (4.00)","N/A"
"Liang, Lei","MUS 33A - Introduction to Composition I (A)","FA18","21","9","77.8%","88.9%","6.50","A- (3.89)","A- (3.91)"
"Digney, Fiona Ruth","MUS 4 - Introduction to Western Music (A)","FA18","276","138","72.9%","69.7%","2.71","B+ (3.69)","B+ (3.32)"
"Borgo, David Garcia","MUS 43 - Department Seminar (A)","FA18","100","35","91.2%","97.1%","0.56","A (4.00)","N/A"
"Diels, Natacha D.","MUS 6 - Electronic Music (A)","FA18","134","80","86.7%","89.3%","2.61","B+ (3.56)","B+ (3.64)"
"Kenyatta, Kamau","MUS 8 - American Music: Jazz Cultures (A)","FA18","131","71","100.0%","98.5%","1.94","A- (3.75)","B (3.29)"
"Dresser, Mark Stuart","MUS 87 - Freshman Seminar (A)","FA18","8","3","100.0%","100.0%","1.83","N/A","N/A"
"Larson, Philip Clarion","MUS 95C - Concert Choir (A)","FA18","35","16","92.9%","92.9%","1.07","A- (3.92)","A (4.00)"
"Larson, Philip Clarion","MUS 95C - Concert Choir (B)","FA18","36","8","100.0%","100.0%","0.75","A (4.00)","A (4.00)"
"Schick, Steven","MUS 95D - Symphonic Chorus (A)","FA18","17","8","100.0%","100.0%","0.75","A (4.00)","N/A"
"Kline, Matthew John","MUS 95E - Chamber Orchestra (A)","FA18","26","13","92.3%","100.0%","3.27","A (4.00)","A- (3.97)"
"Anderson, Kenneth","MUS 95G - Gospel Choir (A)","FA18","267","115","99.0%","99.0%","1.24","A (4.00)","N/A"
"Anderson, Kenneth","MUS 95G - Gospel Choir (B)","FA18","131","45","100.0%","100.0%","1.71","A (4.00)","N/A"
"Kenyatta, Kamau","MUS 95JC - Jazz Chamber Ensembles (A)","FA18","16","7","100.0%","100.0%","2.17","A (4.00)","N/A"
"Larson, Philip Clarion","MUS 95K - Chamber Singers (A)","FA18","24","10","100.0%","100.0%","2.72","A- (3.88)","A (4.00)"
"Beauton, James Alan","MUS 95L - Wind Ensemble (A)","FA18","39","25","100.0%","100.0%","2.42","A- (3.95)","A (4.00)"
"Seshadri, Kartik","MUS 95W - World Music Ensembles (A)","FA18","61","13","90.9%","90.9%","1.41","A (4.00)","A- (3.75)"
"Seshadri, Kartik","MUS 95W - World Music Ensembles (B)","FA18","33","5","100.0%","100.0%","3.30","A (4.00)","A- (3.75)"
"Curbelo Gonzalez, Elisabet","MUS 11 - Folk Music (A)","S218","22","9","100.0%","100.0%","5.17","B+ (3.67)","B+ (3.64)"
"Zhang, Kefei Kevin","MUS 13 - Worlds of Music (A)","S218","25","21","81.0%","95.2%","4.50","B+ (3.65)","B+ (3.58)"
"Aoki Navarro, Fernanda","MUS 14 - Contemporary Music (A)","S218","18","5","80.0%","100.0%","3.30","A (4.00)","N/A"
"Miller, Caroline Louise","MUS 15 - Popular Music (A)","S218","22","10","100.0%","88.9%","3.39","A- (3.86)","A- (3.71)"
"Nussman, Jonathan Banks","MUS 15 - Popular Music (B)","S218","26","11","100.0%","100.0%","5.41","A- (3.73)","A- (3.80)"
"Abbasi Hafshejani, Anahita","MUS 5 - Sound in Time (A)","S218","30","16","93.8%","100.0%","4.13","A- (3.93)","A- (3.92)"
"Rubio, Juan David","MUS 11 - Folk Music (A)","S118","22","14","100.0%","100.0%","5.21","B+ (3.42)","B (3.26)"
"Hochman, Joshua David","MUS 116 - Popular Music Studies Seminar (A)","S118","17","6","83.3%","83.3%","3.50","A- (3.83)","N/A"
"Garcia-Munoz, Issac","MUS 15 - Popular Music (A)","S118","23","6","100.0%","100.0%","1.70","A (4.00)","B+ (3.32)"
"Charney, Joshua Jamsheed","MUS 15 - Popular Music (B)","S118","21","14","100.0%","100.0%","2.96","A (4.00)","A- (3.78)"
"Chodos, Asher Tobin","MUS 15 - Popular Music (C)","S118","27","8","57.1%","57.1%","4.50","B+ (3.60)","A- (3.92)"
"Borgo, David Garcia","MUS 150 - Jazz & Music/African Diaspora (A)","S118","27","17","94.1%","94.1%","6.74","B+ (3.47)","A- (3.85)"
"Lytle, Cecil William","MUS 150GS - Jazz in Paris (A)","S118","27","6","100.0%","100.0%","3.83","B+ (3.60)","N/A"
"Lytle, Cecil William","MUS 8GS - American Music: Jazz Cultures (A)","S118","27","9","88.9%","100.0%","4.28","A- (3.86)","N/A"
"Burr, Anthony I","MUS 101C - Music Theory and Practice III (A)","SP18","28","15","93.3%","100.0%","4.50","B+ (3.54)","B+ (3.44)"
"Liang, Lei","MUS 103C - Seminar in Composition III (A)","SP18","5","5","100.0%","100.0%","8.10","A (4.00)","N/A"
"Terrazas Perez, Wilfrido D","MUS 106 - Topics in Musical Analysis (A)","SP18","7","5","100.0%","100.0%","2.50","A (4.00)","N/A"
"Dresser, Mark Stuart","MUS 107 - Critical Studies Seminar (B)","SP18","5","4","75.0%","75.0%","2.00","A (4.00)","N/A"
"Terrazas Perez, Wilfrido D","MUS 11 - Folk Music (A)","SP18","127","48","100.0%","97.9%","2.59","A- (3.85)","A- (3.99)"
"Yadegari, Shahrokh D","MUS 111 - Topics/World Music Traditions (A)","SP18","63","49","95.9%","95.9%","2.58","A- (3.74)","A- (3.88)"
"Chodos, Asher Tobin","MUS 120C - Hist Mus in Westrn Culture III (A)","SP18","20","15","86.7%","86.7%","4.37","B+ (3.60)","B+ (3.47)"
"Davis, Anthony Curtis","MUS 127 - Discover Jazz (A)","SP18","98","32","46.9%","62.5%","3.13","B+ (3.46)","B (3.11)"
"Ohnishi, Takae","MUS 130 - Chamber Music Performance (A)","SP18","24","7","100.0%","100.0%","2.50","A (4.00)","A (4.00)"
"Kenyatta, Kamau","MUS 137C - Jazz Theory and Improvisation (A)","SP18","12","6","100.0%","100.0%","1.70","A (4.00)","N/A"
"Puckette, Miller S.","MUS 14 - Contemporary Music (A)","SP18","31","7","85.7%","85.7%","1.93","B+ (3.60)","B+ (3.45)"
"Borgo, David Garcia","MUS 143 - Department Seminar (A)","SP18","25","8","75.0%","100.0%","0.50","N/A","N/A"
"Cimini, Amy Marie","MUS 15 - Popular Music (A)","SP18","195","70","59.7%","59.7%","3.71","B+ (3.48)","B+ (3.43)"
"Burr, Anthony I","MUS 17 - Hip-Hop (A)","SP18","368","109","90.4%","94.2%","2.46","B+ (3.52)","B (3.01)"
"Haywood, Kevin Matthew","MUS 172 - Computer Music II (A)","SP18","28","15","86.7%","100.0%","6.23","B+ (3.31)","B+ (3.40)"
"Zyskowski, Colin A","MUS 173 - Electronic Music Prod & Comp (A)","SP18","29","7","85.7%","85.7%","5.64","A- (3.83)","B+ (3.66)"
"Erbe, Tom","MUS 174C - Audio&MIDI StudioTechniquesIII (A)","SP18","18","8","100.0%","100.0%","4.00","B+ (3.63)","N/A"
"Smyth, Tamara R.","MUS 175 - Musical Psychoacoustics (A)","SP18","23","11","80.0%","80.0%","4.10","B (3.25)","B+ (3.49)"
"Moellenberg, Todd Michael","MUS 1C - Fundamentals of Music C (A)","SP18","48","21","81.0%","100.0%","3.64","B+ (3.60)","B+ (3.48)"
"Borgo, David Garcia","MUS 20 - Exploring the Musical Mind (A)","SP18","21","17","82.4%","88.2%","2.15","A- (3.73)","B+ (3.55)"
"Carlson, Erik Norman","MUS 2C - Basic Musicianship (A)","SP18","18","11","90.0%","100.0%","2.14","A- (3.91)","N/A"
"Carlson, Erik Norman","MUS 2C - Basic Musicianship (B)","SP18","23","9","88.9%","100.0%","3.39","A- (3.75)","A- (3.76)"
"Ohnishi, Takae","MUS 2CK - Basic Keyboard (A)","SP18","12","4","100.0%","100.0%","5.83","B+ (3.67)","N/A"
"Kenyatta, Kamau","MUS 2JK - Jazz Keyboard (A)","SP18","9","4","100.0%","100.0%","0.50","A (4.00)","N/A"
"Aoki Navarro, Fernanda","MUS 33C - Introdction to Composition III (A)","SP18","8","6","33.3%","33.3%","5.17","B (3.17)","N/A"
"Nussman, Jonathan Banks","MUS 4 - Introduction to Western Music (A)","SP18","267","119","92.6%","97.1%","3.38","B+ (3.66)","B+ (3.36)"
"Borgo, David Garcia","MUS 43 - Department Seminar (A)","SP18","57","23","70.0%","85.0%","0.60","A (4.00)","N/A"
"Miller, Caroline Louise","MUS 6 - Electronic Music (A)","SP18","125","37","60.6%","71.9%","2.44","B+ (3.43)","B+ (3.58)"
"Guy, Nancy","MUS 87 - Freshman Seminar (A)","SP18","10","5","100.0%","100.0%","0.50","A (4.00)","N/A"
"Schick, Steven","MUS 9 - Symphony (A)","SP18","125","53","93.9%","93.9%","1.82","A- (3.88)","B+ (3.60)"
"Larson, Philip Clarion","MUS 95C - Concert Choir (A)","SP18","27","6","100.0%","100.0%","1.50","A- (3.80)","A (4.00)"
"Larson, Philip Clarion","MUS 95C - Concert Choir (B)","SP18","27","8","100.0%","100.0%","1.17","A (4.00)","A (4.00)"
"Schick, Steven","MUS 95D - Symphonic Chorus (A)","SP18","12","7","85.7%","85.7%","1.93","A (4.00)","N/A"
"Kline, Matthew John","MUS 95E - Chamber Orchestra (A)","SP18","36","16","100.0%","92.9%","2.90","A (4.00)","A (4.00)"
"Anderson, Kenneth","MUS 95G - Gospel Choir (A)","SP18","358","135","99.2%","99.2%","0.87","A- (3.93)","N/A"
"Anderson, Kenneth","MUS 95G - Gospel Choir (B)","SP18","177","41","100.0%","100.0%","1.05","A (4.00)","N/A"
"Kenyatta, Kamau","MUS 95JC - Jazz Chamber Ensembles (A)","SP18","24","6","100.0%","100.0%","3.17","A (4.00)","A (4.00)"
"Larson, Philip Clarion","MUS 95K - Chamber Singers (A)","SP18","20","11","100.0%","100.0%","1.77","A (4.00)","A (4.00)"
"Beauton, James Alan","MUS 95L - Wind Ensemble (A)","SP18","38","19","100.0%","100.0%","2.50","A (4.00)","A (4.00)"
"Seshadri, Kartik","MUS 95W - World Music Ensembles (A)","SP18","59","14","91.7%","83.3%","2.50","A (4.00)","B+ (3.55)"
"Seshadri, Kartik","MUS 95W - World Music Ensembles (B)","SP18","35","5","100.0%","100.0%","2.90","A (4.00)","B+ (3.55)"
"Karis, Aleck","MUS 101B - Music Theory and Practice II (A)","WI18","29","11","72.7%","60.0%","6.50","B (3.18)","B+ (3.42)"
"Steiger, Rand","MUS 103B - Seminar in Composition II (A)","WI18","5","3","100.0%","100.0%","4.50","B+ (3.67)","N/A"
"Rubio, Juan David","MUS 11 - Folk Music (A)","WI18","66","48","81.3%","95.7%","3.27","B+ (3.61)","B+ (3.44)"
"Stevens, Jane","MUS 113 - Topic/Classic&Romantc & Modern (A)","WI18","12","5","80.0%","60.0%","3.70","B+ (3.67)","N/A"
"Digney, Fiona Ruth","MUS 114 - Music of The 20th Century (A)","WI18","62","24","58.3%","66.7%","5.33","B+ (3.46)","B (3.14)"
"Guy, Nancy","MUS 12 - Opera (A)","WI18","124","58","81.8%","83.3%","3.15","A- (3.74)","B+ (3.69)"
"Cimini, Amy Marie","MUS 120B - Hist Mus in Westrn Culture II (A)","WI18","21","8","75.0%","87.5%","5.75","B+ (3.50)","B+ (3.49)"
"Nordeson, Kjell Gunnar","MUS 127 - Discover Jazz (A)","WI18","109","47","95.6%","93.3%","2.10","A- (3.82)","B+ (3.52)"
"Ohnishi, Takae","MUS 130 - Chamber Music Performance (A)","WI18","28","10","100.0%","100.0%","1.50","A (4.00)","A (4.00)"
"Kenyatta, Kamau","MUS 137B - Jazz Theory and Improvisation (A)","WI18","19","9","100.0%","100.0%","2.50","A (4.00)","N/A"
"Borgo, David Garcia","MUS 143 - Department Seminar (A)","WI18","27","7","75.0%","100.0%","0.50","A (4.00)","N/A"
"Charney, Joshua Jamsheed","MUS 15 - Popular Music (A)","WI18","267","137","92.4%","95.4%","2.47","A- (3.79)","B+ (3.67)"
"Hochman, Joshua David","MUS 17 - Hip-Hop (A)","WI18","367","150","86.9%","86.7%","2.91","B+ (3.47)","B (3.30)"
"Puckette, Miller S.","MUS 171 - Computer Music I (A)","WI18","110","38","65.7%","72.7%","6.50","B (3.23)","B (3.19)"
"Dubnov, Shlomo","MUS 173 - Electronic Music Prod & Comp (A)","WI18","29","12","100.0%","91.7%","5.00","A- (3.91)","B+ (3.49)"
"Erbe, Tom","MUS 174B - Audio&MIDI StudioTechniques II (A)","WI18","24","8","100.0%","100.0%","4.25","A- (3.88)","A- (3.79)"
"Moellenberg, Todd Michael","MUS 1B - Fundamentals of Music B (A)","WI18","100","43","92.7%","95.1%","2.85","A- (3.84)","B+ (3.34)"
"Carlson, Erik Norman","MUS 2B - Basic Musicianship (A)","WI18","21","12","91.7%","100.0%","2.33","A- (3.92)","A- (3.89)"
"Carlson, Erik Norman","MUS 2B - Basic Musicianship (B)","WI18","30","13","75.0%","100.0%","1.83","A (4.00)","A- (3.89)"
"Ohnishi, Takae","MUS 2BK - Basic Keyboard (A)","WI18","10","3","100.0%","100.0%","1.83","A (4.00)","N/A"
"Nestor, Ryan Douglas","MUS 4 - Introduction to Western Music (A)","WI18","191","90","91.9%","97.7%","2.46","B+ (3.57)","B+ (3.45)"
"Borgo, David Garcia","MUS 43 - Department Seminar (A)","WI18","60","27","87.0%","91.3%","0.59","A (4.00)","N/A"
"Thorpe, Suzanne","MUS 5 - Sound in Time (A)","WI18","133","70","58.0%","76.1%","2.05","B+ (3.65)","B+ (3.42)"
"Borgo, David Garcia","MUS 87 - Freshman Seminar (A)","WI18","21","9","100.0%","100.0%","0.94","A (4.00)","N/A"
"Larson, Philip Clarion","MUS 95C - Concert Choir (A)","WI18","29","9","100.0%","100.0%","3.17","A (4.00)","A (4.00)"
"Larson, Philip Clarion","MUS 95C - Concert Choir (B)","WI18","29","7","100.0%","100.0%","0.79","A (4.00)","A (4.00)"
"Schick, Steven","MUS 95D - Symphonic Chorus (A)","WI18","13","9","100.0%","100.0%","1.83","A (4.00)","N/A"
"Kline, Matthew John","MUS 95E - Chamber Orchestra (A)","WI18","33","19","100.0%","100.0%","1.66","A (4.00)","A (4.00)"
"Anderson, Kenneth","MUS 95G - Gospel Choir (A)","WI18","274","115","97.1%","99.0%","1.50","A- (3.92)","N/A"
"Anderson, Kenneth","MUS 95G - Gospel Choir (B)","WI18","183","80","98.7%","100.0%","1.38","A (4.00)","N/A"
"Kenyatta, Kamau","MUS 95JC - Jazz Chamber Ensembles (A)","WI18","17","8","100.0%","100.0%","3.64","A (4.00)","N/A"
"Larson, Philip Clarion","MUS 95K - Chamber Singers (A)","WI18","18","7","100.0%","100.0%","1.64","A- (3.86)","N/A"
"Beauton, James Alan","MUS 95L - Wind Ensemble (A)","WI18","28","14","100.0%","100.0%","2.19","A (4.00)","A (4.00)"
"Seshadri, Kartik","MUS 95W - World Music Ensembles (A)","WI18","30","8","100.0%","100.0%","1.64","A (4.00)","A- (3.88)"
"Seshadri, Kartik","MUS 95W - World Music Ensembles (B)","WI18","55","11","90.9%","90.0%","5.77","A- (3.91)","A- (3.88)"
"Burr, Anthony I","MUS 101A - Music Theory and Practice I (B)","FA17","34","19","88.2%","100.0%","6.06","B (3.12)","B+ (3.39)"
"Rosenberger, Katharina","MUS 102 - Topics in Music Theory (A)","FA17","3","3","100.0%","100.0%","6.50","B+ (3.50)","N/A"
"Ung, Chinary","MUS 103A - Seminar in Composition I (A)","FA17","4","3","100.0%","100.0%","12.50","A (4.00)","N/A"
"Terrazas Perez, Wilfrido D","MUS 113 - Topic/Classic&Romantc & Modern (A)","FA17","43","17","94.1%","88.2%","1.91","A- (3.93)","A- (3.95)"
"Curtis, Charles Rector","MUS 114 - Music of The 20th Century (A)","FA17","139","53","77.6%","97.8%","3.40","B+ (3.63)","B+ (3.46)"
"Oram, Celeste Alice","MUS 120A - Hist Mus in Westrn Culture I (A)","FA17","24","12","81.8%","90.9%","6.90","B (3.20)","B+ (3.36)"
"Chodos, Asher Tobin","MUS 126 - Blues: An Oral Tradition (A)","FA17","101","78","90.8%","93.3%","3.64","B+ (3.57)","B+ (3.49)"
"Jackson, Yvette Janine","MUS 13 - Worlds of Music (A)","FA17","134","69","62.7%","72.3%","3.76","B+ (3.31)","B+ (3.56)"
"Ohnishi, Takae","MUS 130 - Chamber Music Performance (A)","FA17","28","8","100.0%","83.3%","2.50","A (4.00)","A (4.00)"
"Kenyatta, Kamau","MUS 137A - Jazz Theory and Improvisation (A)","FA17","21","9","100.0%","100.0%","3.83","A- (3.78)","A- (3.94)"
"Borgo, David Garcia","MUS 143 - Department Seminar (A)","FA17","24","5","80.0%","100.0%","0.50","N/A","N/A"
"Hankins, Sarah E.","MUS 15 - Popular Music (A)","FA17","195","147","88.4%","93.8%","2.40","A- (3.82)","A- (3.70)"
"Babin, Thomas Andrew","MUS 16 - The Beatles (A)","FA17","266","115","96.4%","98.2%","2.57","A- (3.74)","B+ (3.34)"
"Hochman, Joshua David","MUS 17 - Hip-Hop (A)","FA17","373","133","93.6%","90.3%","3.06","B+ (3.65)","B+ (3.36)"
"Smyth, Tamara R.","MUS 170 - Musical Acoustics (A)","FA17","79","60","62.7%","65.5%","4.40","B (3.12)","B- (2.88)"
"Dubnov, Shlomo","MUS 173 - Electronic Music Prod & Comp (A)","FA17","26","13","100.0%","76.9%","4.35","A- (3.91)","B (3.30)"
"Erbe, Tom","MUS 174A - Audio&MIDIStudioTechniques I (A)","FA17","28","11","100.0%","100.0%","2.70","A- (3.90)","A- (3.79)"
"Erbe, Tom","MUS 177 - Music Programming (A)","FA17","11","3","100.0%","100.0%","1.50","B+ (3.50)","N/A"
"Digney, Fiona Ruth","MUS 1A - Fundamentals of Music A (A)","FA17","137","65","90.3%","81.7%","2.85","A- (3.77)","A- (3.78)"
"Moellenberg, Todd Michael","MUS 1A - Fundamentals of Music A (B)","FA17","143","54","98.0%","100.0%","2.79","A- (3.79)","B+ (3.55)"
"Richards, Stephanie F","MUS 2A - Basic Musicianship (A)","FA17","25","21","90.0%","90.0%","3.40","B+ (3.63)","A- (3.82)"
"Richards, Stephanie F","MUS 2A - Basic Musicianship (B)","FA17","33","26","100.0%","100.0%","2.02","B+ (3.52)","A- (3.82)"
"Ohnishi, Takae","MUS 2AK - Basic Keyboard (A)","FA17","11","7","100.0%","100.0%","2.50","A- (3.86)","N/A"
"Ohnishi, Takae","MUS 2AK - Basic Keyboard (B)","FA17","14","7","100.0%","80.0%","1.70","A (4.00)","N/A"
"Ohnishi, Takae","MUS 2AK - Basic Keyboard (C)","FA17","9","4","100.0%","75.0%","2.50","A- (3.75)","N/A"
"Ohnishi, Takae","MUS 2AK - Basic Keyboard (D)","FA17","6","4","100.0%","100.0%","6.00","A (4.00)","N/A"
"Liang, Lei","MUS 33A - Introduction to Composition I (A)","FA17","18","12","100.0%","100.0%","4.67","A- (3.90)","N/A"
"Nestor, Ryan Douglas","MUS 4 - Introduction to Western Music (A)","FA17","288","132","93.8%","100.0%","2.77","A- (3.78)","B+ (3.59)"
"Borgo, David Garcia","MUS 43 - Department Seminar (A)","FA17","58","33","75.9%","96.4%","0.50","A (4.00)","N/A"
"Kenyatta, Kamau","MUS 8 - American Music (A)","FA17","139","68","82.1%","92.5%","2.53","B+ (3.60)","B (3.29)"
"Dresser, Mark Stuart","MUS 87 - Freshman Seminar (A)","FA17","11","3","66.7%","66.7%","1.17","A (4.00)","N/A"
"Larson, Philip Clarion","MUS 95C - Concert Choir (A)","FA17","29","15","100.0%","100.0%","0.90","A (4.00)","A- (3.94)"
"Larson, Philip Clarion","MUS 95C - Concert Choir (B)","FA17","31","12","100.0%","100.0%","3.23","A- (3.88)","A- (3.94)"
"Schick, Steven","MUS 95D - Symphonic Chorus (A)","FA17","13","8","100.0%","100.0%","1.25","A (4.00)","N/A"
"Kline, Matthew John","MUS 95E - Chamber Orchestra (A)","FA17","39","22","100.0%","100.0%","3.26","A (4.00)","A (4.00)"
"Anderson, Kenneth","MUS 95G - Gospel Choir (A)","FA17","244","93","100.0%","100.0%","0.96","A (4.00)","N/A"
"Anderson, Kenneth","MUS 95G - Gospel Choir (B)","FA17","142","59","100.0%","100.0%","1.04","A (4.00)","N/A"
"Kenyatta, Kamau","MUS 95JC - Jazz Chamber Ensembles (A)","FA17","17","6","100.0%","100.0%","4.50","A (4.00)","N/A"
"Larson, Philip Clarion","MUS 95K - Chamber Singers (A)","FA17","14","8","100.0%","100.0%","1.07","A- (3.86)","N/A"
"Beauton, James Alan","MUS 95L - Wind Ensemble (A)","FA17","28","12","100.0%","100.0%","1.77","A (4.00)","A (4.00)"
"Seshadri, Kartik","MUS 95W - World Music Ensembles (A)","FA17","56","17","100.0%","93.8%","1.21","A (4.00)","A (4.00)"
"Seshadri, Kartik","MUS 95W - World Music Ensembles (B)","FA17","31","10","100.0%","90.0%","3.10","A- (3.80)","A (4.00)"
"Beteta, Francisco Xavier","MUS 11 - Folk Music (A)","S217","24","10","90.0%","90.0%","5.17","A- (3.83)","B+ (3.49)"
"Guy, Nancy","MUS 13 - Worlds of Music (A)","S217","43","15","100.0%","92.3%","5.50","A- (3.71)","N/A"
"Jackson, Yvette Janine","MUS 15 - Popular Music (A)","S217","28","26","88.5%","88.0%","4.42","B+ (3.50)","A- (3.74)"
"Gutierrez, James Armenta","MUS 15 - Popular Music (B)","S217","27","11","100.0%","100.0%","5.05","A- (3.88)","A- (3.72)"
