"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Chin, Bryan W.","CSE 140L - Digital Systems Laboratory (B)","SP22","57","39","66.7%","97.4%","9.12","A- (3.85)","A- (3.83)"
"Pannuto, Patrick William","CSE 141 - Intro/Computer Architecture (A)","SP22","192","176","89.2%","90.3%","8.50","B (3.15)","B (3.27)"
"Eldon, John","CSE 141L - Project/Computer Architecture (A)","SP22","219","98","82.8%","92.5%","7.85","B+ (3.48)","B- (2.91)"
"Gupta, Rajesh K.","CSE 143 - Microelectronic System Design (A)","SP22","25","6","60.0%","80.0%","10.90","B- (2.80)","B+ (3.68)"
"Tullsen, Dean Michael","CSE 148 - Adv Processor Arch Design Proj (A)","SP22","15","4","100.0%","100.0%","11.00","A- (3.75)","N/A"
"Gao, Sicun","CSE 150B - AI: Search and Reasoning (A)","SP22","340","138","96.3%","99.3%","7.16","A- (3.73)","A- (3.73)"
"Shang, Jingbo","CSE 151A - Intro to Machine Learning (A)","SP22","188","118","95.7%","94.0%","6.87","B+ (3.67)","A- (3.71)"
"Yu, Qi","CSE 151B - Deep Learning (A)","SP22","108","98","71.4%","67.0%","9.18","B+ (3.33)","B+ (3.45)"
"Chandraker, Manmohan Krishna","CSE 152B - Intro to Comp Vision II (A)","SP22","40","26","96.2%","100.0%","9.86","B+ (3.52)","B+ (3.69)"
"Nakashole, Ndapandula","CSE 156 - Statistical NLP (A)","SP22","161","49","89.4%","73.9%","8.76","A- (3.76)","B+ (3.61)"
"Soosai Raj, Adalbert Geral","CSE 15L - Software Tools&Techniques Lab (A)","SP22","380","280","98.9%","98.2%","4.49","A- (3.87)","B+ (3.62)"
"Gungor, Onat","CSE 15L - Software Tools&Techniques Lab (B)","SP22","98","73","94.4%","87.5%","3.96","A- (3.90)","B+ (3.65)"
"Gungor, Onat","CSE 15L - Software Tools&Techniques Lab (C)","SP22","44","26","84.6%","80.0%","4.27","A- (3.96)","A- (3.75)"
"Ochoa, Benjamin Lawrence","CSE 166 - Image Processing (A)","SP22","37","14","100.0%","84.6%","9.93","B (3.29)","B- (2.78)"
"Li, Tzumao","CSE 168 - Computer Graphics II:Rendering (A)","SP22","38","23","95.5%","95.5%","13.55","B+ (3.55)","B+ (3.51)"
"Kumar, Rakesh","CSE 175 - Entrepreneurship for Engineers (A)","SP22","46","24","78.3%","87.0%","5.46","B+ (3.64)","B (3.30)"
"Riek, Laurel D","CSE 176A - Healthcare Robotics (A)","SP22","24","7","85.7%","100.0%","5.93","A- (3.83)","A- (3.73)"
"Gymrek, Melissa Ann","CSE 185 - Advanced Bioinformatics Lab (A)","SP22","88","48","91.5%","91.5%","10.54","A- (3.80)","B+ (3.45)"
"Weibel, Nadir","CSE 190 - Topics/Computer Sci & Engineer (A)","SP22","12","4","100.0%","100.0%","4.00","A (4.00)","N/A"
"Schulze, Jurgen P.","CSE 191 - Semnr/Computer Sci & Engineer (B)","SP22","7","3","100.0%","100.0%","6.50","B+ (3.50)","N/A"
"Minnes Kemp, Mor Mia","CSE 191 - Semnr/Computer Sci & Engineer (C)","SP22","4","3","100.0%","100.0%","1.17","N/A","N/A"
"Lerner, Ian Amihay","CSE 191 - Semnr/Computer Sci & Engineer (D)","SP22","16","6","100.0%","100.0%","3.70","N/A","N/A"
"Alvarado, Christine J.","CSE 198 - Direct Group Study (0)","SP22","46","8","100.0%","100.0%","8.00","N/A","N/A"
"Jones, Miles E","CSE 20 - Discrete Mathematics (A)","SP22","339","140","84.1%","81.8%","7.37","B+ (3.52)","B (3.09)"
"Jones, Miles E","CSE 21 - Math/Algorithm&Systems Analys (A)","SP22","286","102","82.7%","91.8%","7.28","B (3.29)","B (3.06)"
"Muller, P Keith","CSE 30 - Computer Organiz&Systms Progrm (A)","SP22","425","148","82.8%","84.8%","10.08","B+ (3.46)","B (3.08)"
"Moshiri, Alexander Niema","CSE 6R - Intr/CompSci&Obj-Ori:Python (A)","SP22","137","43","82.9%","92.7%","6.30","B+ (3.32)","B- (2.81)"
"Moshiri, Alexander Niema","CSE 87 - First-year Seminar (A)","SP22","15","6","100.0%","100.0%","0.83","A (4.00)","N/A"
"Cottrell, Garrison W","CSE 87 - First-year Seminar (B)","SP22","17","8","75.0%","75.0%","0.75","A (4.00)","N/A"
"Soosai Raj, Adalbert Geral","CSE 8A - Intro to Programming 1 (A)","SP22","115","68","91.0%","98.5%","8.14","B+ (3.55)","B- (2.97)"
"Soosai Raj, Adalbert Geral","CSE 8A - Intro to Programming 1 (B)","SP22","127","74","77.8%","91.7%","9.03","B+ (3.40)","B (3.04)"
"Elsherif, May Elhussein","CSE 8A - Intro to Programming 1 (C)","SP22","115","65","93.8%","90.6%","7.53","B+ (3.64)","B+ (3.36)"
"Elsherif, May Elhussein","CSE 8A - Intro to Programming 1 (D)","SP22","117","71","88.6%","80.0%","8.04","A- (3.72)","B+ (3.33)"
