"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Patterson, Patrick H.","CAT 2 - Culture, Art & Technology II (A)","WI16","271","236","83.5%","92.6%","5.33","B+ (3.50)","B+ (3.45)"
"Thorpe, Charles Robert","CAT 2 - Culture, Art & Technology II (B)","WI16","270","198","63.9%","69.1%","4.87","B (3.16)","B (3.10)"
"Bigham, David Joseph","CAT 2 - Culture, Art & Technology II (C)","WI16","204","129","81.5%","95.2%","4.43","B+ (3.53)","B+ (3.43)"
"Araki-Kawaguchi, Hiroki Michael","CAT 2 - Culture, Art & Technology II (D)","WI16","99","63","93.4%","95.1%","4.20","B+ (3.48)","B+ (3.58)"
"McCallum, Clinton H","CAT 2 - Culture, Art & Technology II (E)","WI16","135","80","65.3%","76.0%","5.10","B+ (3.35)","B (3.27)"
"Algaze, Guillermo","CAT 1 - Culture, Art & Technology I (A)","FA15","236","133","58.8%","62.2%","4.36","B+ (3.43)","B (3.26)"
"Borgo, David Garcia","CAT 1 - Culture, Art & Technology I (B)","FA15","184","137","76.4%","94.5%","4.64","B+ (3.34)","B (3.12)"
"Kwak, Nancy","CAT 1 - Culture, Art & Technology I (C)","FA15","203","102","65.3%","85.3%","5.63","B+ (3.33)","B (3.03)"
"Westman, Robert S","CAT 1 - Culture, Art & Technology I (D)","FA15","166","137","67.2%","79.1%","5.07","B (3.28)","B (3.14)"
"Propp, William Henry","CAT 1 - Culture, Art & Technology I (E)","FA15","166","108","31.3%","56.3%","6.63","B- (2.91)","B (3.07)"
"Smith, Ashley Elizabeth","CAT 125 - Public Rhetoric & Pract Commun (A)","FA15","115","97","88.4%","97.9%","4.98","B+ (3.57)","B+ (3.46)"
"Bigham, David Joseph","CAT 125 - Public Rhetoric & Pract Commun (B)","FA15","177","89","75.3%","92.2%","4.00","B+ (3.65)","B+ (3.44)"
"Sartor, Alexandra","CAT 125R - Pblc Rhetoric Prct Comm Online (A)","FA15","89","50","100.0%","100.0%","4.54","A- (3.80)","B+ (3.59)"
"Solomon, Amanda Lee Albaniel","CAT 124 - Sixth College Practicum (A)","S115","14","13","100.0%","100.0%","7.42","A- (3.75)","N/A"
"Losh, Elizabeth","CAT 125R - Pblc Rhetoric Prct Comm Online (B)","S115","149","38","80.0%","88.6%","6.44","B+ (3.64)","B+ (3.47)"
"Hill, Linda L.","CAT 124 - Sixth College Practicum (A)","SP15","17","5","100.0%","100.0%","1.70","A (4.00)","N/A"
"Smith, Ashley Elizabeth","CAT 125 - Public Rhetoric & Pract Commun (A)","SP15","87","79","88.3%","98.7%","4.50","B+ (3.60)","B+ (3.54)"
"Solomon, Amanda Lee Albaniel","CAT 125 - Public Rhetoric & Pract Commun (B)","SP15","95","82","85.2%","90.1%","4.18","B+ (3.60)","B+ (3.55)"
"Losh, Elizabeth","CAT 125R - Pblc Rhetoric Prct Comm Online (A)","SP15","118","48","84.1%","90.9%","3.91","A- (3.71)","B+ (3.62)"
"Burgasser, Adam Jonathan","CAT 3 - Culture, Art & Technology III (A)","SP15","168","109","85.1%","95.7%","4.63","B+ (3.61)","B+ (3.68)"
"Bratton, Benjamin H.","CAT 3 - Culture, Art & Technology III (B)","SP15","187","147","55.8%","42.2%","3.01","B+ (3.41)","B+ (3.52)"
"Hankins, Joseph D.","CAT 3 - Culture, Art & Technology III (C)","SP15","173","118","86.0%","95.3%","3.78","B+ (3.44)","B+ (3.37)"
"Streeby, Shelley","CAT 3 - Culture, Art & Technology III (D)","SP15","145","132","56.8%","60.6%","4.69","B+ (3.31)","B+ (3.35)"
"Yang, K. Wayne","CAT 3 - Culture, Art & Technology III (E)","SP15","237","195","94.7%","96.8%","4.95","B+ (3.45)","A- (3.79)"
"Bigham, David Joseph","CAT 125 - Public Rhetoric & Pract Commun (A)","WI15","148","64","80.6%","98.4%","5.35","B+ (3.55)","B+ (3.31)"
"Smith, Ashley Elizabeth","CAT 125 - Public Rhetoric & Pract Commun (B)","WI15","132","121","87.2%","94.0%","5.07","B+ (3.54)","B+ (3.46)"
