"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Otto, Peter G","ICAM 160B  - Senior Prjct/Computing Arts II (B)","SP12","19","4","100.0%","50.0%","16.50","A- (3.75)","N/A"
"Hight, Jeremy James","ICAM 40   - Introduction/Computing in Arts (A)","SP12","33","15","66.7%","53.3%","3.30","B+ (3.69)","B+ (3.62)"
"Hight, Jeremy James","ICAM 40   - Introduction/Computing in Arts (A)","SP12","30","10","70.0%","70.0%","6.30","A- (3.80)","B+ (3.62)"
"Hight, Jeremy James","ICAM 150   - History of Art and Technology  (A)","WI12","22","11","54.5%","54.5%","3.23","B+ (3.55)","B+ (3.65)"
"Hight, Jeremy James","ICAM 150   - History of Art and Technology  (A)","WI12","94","43","44.2%","46.5%","3.57","B+ (3.55)","B+ (3.65)"
"Otto, Peter G","ICAM 160A  - Senior Projct/Computing Arts I (A)","WI12","16","4","75.0%","50.0%","8.00","A (4.00)","N/A"
"Brown, Sheldon Glenn","ICAM 160A  - Senior Projct/Computing Arts I (B)","WI12","15","5","80.0%","100.0%","9.70","B+ (3.50)","N/A"
"Alexander, Amy J","ICAM 160B  - Senior Prjct/Computing Arts II (B)","WI12","11","7","85.7%","100.0%","9.36","A- (3.71)","N/A"
"Spellman, Lisa Naomi","ICAM 40   - Introduction/Computing in Arts (A)","WI12","45","23","59.1%","36.4%","5.41","B+ (3.40)","B- (2.85)"
"Spellman, Lisa Naomi","ICAM 40   - Introduction/Computing in Arts (A)","WI12","38","13","84.6%","46.2%","6.19","B (3.25)","B- (2.85)"
"Spellman, Lisa Naomi","ICAM 101   - Digtl Imaging:Image&Interactiv (A)","FA11","24","8","87.5%","62.5%","5.75","B+ (3.43)","B (3.18)"
"Spellman, Lisa Naomi","ICAM 101   - Digtl Imaging:Image&Interactiv (A)","FA11","19","9","55.6%","66.7%","6.72","B+ (3.44)","N/A"
"Alexander, Amy J","ICAM 102   - Time&Process Digital Media I   (A)","FA11","30","15","80.0%","86.7%","7.43","B (3.23)","B+ (3.36)"
"Alexander, Amy J","ICAM 102   - Time&Process Digital Media I   (A)","FA11","30","12","91.7%","91.7%","7.00","B+ (3.40)","B+ (3.36)"
"Moore, F Richard","ICAM 103   - Musical Acoustics              (A)","FA11","60","29","66.7%","55.6%","6.28","B- (2.96)","B (3.12)"
"Moore, F Richard","ICAM 103   - Musical Acoustics              (A)","FA11","21","11","45.5%","45.5%","5.95","C (2.27)","B (3.12)"
"Manovich, Lev Z","ICAM 130   - Contemporary Computer Topics   (A)","FA11","7","6","100.0%","100.0%","5.83","B+ (3.67)","N/A"
"Manovich, Lev Z","ICAM 130   - Contemporary Computer Topics   (A)","FA11","6","6","100.0%","100.0%","4.83","B (3.20)","N/A"
"Manovich, Lev Z","ICAM 130   - Contemporary Computer Topics   (A)","FA11","8","7","85.7%","100.0%","7.07","A (4.00)","N/A"
"Manovich, Lev Z","ICAM 130   - Contemporary Computer Topics   (B)","FA11","8","7","85.7%","100.0%","7.07","A (4.00)","N/A"
"Manovich, Lev Z","ICAM 130   - Contemporary Computer Topics   (B)","FA11","7","6","100.0%","100.0%","5.83","B+ (3.67)","N/A"
"Manovich, Lev Z","ICAM 130   - Contemporary Computer Topics   (B)","FA11","7","7","71.4%","71.4%","7.64","B+ (3.57)","N/A"
"Alexander, Amy J","ICAM 160A  - Senior Projct/Computing Arts I (A)","FA11","12","8","87.5%","100.0%","9.50","B+ (3.50)","N/A"
"Hight, Jeremy James","ICAM 40   - Introduction/Computing in Arts (A)","FA11","36","13","46.2%","61.5%","4.33","B+ (3.42)","B+ (3.57)"
"Hight, Jeremy James","ICAM 40   - Introduction/Computing in Arts (A)","FA11","35","14","84.6%","100.0%","6.65","A- (3.83)","B+ (3.57)"
"Bratton, Benjamin H.","ICAM 101   - Digtl Imaging:Image&Interactiv (A)","SP11","61","28","82.1%","67.9%","5.86","N/A","B+ (3.51)"
"Brown, Sheldon Glenn","ICAM 110   - Computing/Arts: Current Pract  (A)","SP11","85","31","76.7%","80.0%","3.92","B+ (3.59)","B (3.20)"
"Brown, Sheldon Glenn","ICAM 130   - Contemporary Computer Topics   (A)","SP11","14","3","33.3%","33.3%","10.50","N/A","N/A"
"Bratton, Benjamin H.","ICAM 130   - Contemporary Computer Topics   (B)","SP11","17","5","60.0%","100.0%","5.30","N/A","N/A"
"Alexander, Amy J","ICAM 160B  - Senior Prjct/Computing Arts II (A)","SP11","12","5","100.0%","100.0%","6.50","A- (3.80)","N/A"
