"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Caligagan, Tony","TDMV 142 - Latin Dance of the World (A)","FA22","38","9","100.0%","100.0%","2.75","A (4.00)","A- (3.98)"
"Foster-King, Sandra","TDMV 143 - West African Dance (A)","FA22","46","10","90.0%","70.0%","0.90","A (4.00)","A (4.00)"
"Caligagan, Tony","TDMV 146 - Intermediate Latin Dance (A)","FA22","18","5","100.0%","100.0%","2.50","A (4.00)","N/A"
"Sammartano, Tonnie","TDMV 2 - Beginning Contemporary Dance (A)","FA22","29","14","100.0%","100.0%","0.93","A- (3.86)","A- (3.93)"
"Duran, Marcos Antonio","TDMV 2 - Beginning Contemporary Dance (B)","FA22","33","18","100.0%","94.1%","1.06","A (4.00)","A (4.00)"
"Arcidiacono, Kristin","TDMV 3 - Beginning Jazz (A)","FA22","27","7","100.0%","100.0%","1.36","A (4.00)","A- (3.81)"
"Smith, Alison D","TDPF 160 - Studies/Perform-Fall Product (B)","FA22","9","4","100.0%","100.0%","0.50","A (4.00)","N/A"
"Weinberg, Sadie","TDPF 160 - Studies/Perform-Fall Product (C)","FA22","17","6","100.0%","100.0%","2.83","A (4.00)","N/A"
"Benzoni, Elisa","TDPR 6 - Theatre Practicum (A)","FA22","36","9","75.0%","87.5%","4.00","A (4.00)","A- (3.98)"
"Viterbi, Alexandra","TDPW 1 - Introduction to Playwriting (A)","FA22","14","5","100.0%","100.0%","2.90","B+ (3.60)","N/A"
"Viterbi, Alexandra","TDPW 1 - Introduction to Playwriting (B)","FA22","14","5","100.0%","100.0%","3.30","A- (3.80)","N/A"
"Viterbi, Alexandra","TDPW 1 - Introduction to Playwriting (C)","FA22","15","3","100.0%","100.0%","3.17","A (4.00)","N/A"
"Viterbi, Alexandra","TDPW 1 - Introduction to Playwriting (F)","FA22","14","8","100.0%","100.0%","4.25","A- (3.86)","N/A"
"Wilson, Terry A.","TDTR 10 - Introduction to Dance (A)","FA22","45","15","84.6%","92.3%","2.81","A- (3.92)","A- (3.88)"
"Walsh, Kim C.","TDAC 1 - Introduction to Acting (A)","S222","15","3","100.0%","66.7%","2.50","A (4.00)","N/A"
"Harting, Carla Kelso","TDAC 1 - Introduction to Acting (B)","S222","16","3","100.0%","100.0%","3.17","B+ (3.67)","N/A"
"Reimer, Jonathan Charles","TDGE 1 - Introduction to Theatre (A)","S222","119","79","93.6%","94.8%","3.69","A- (3.79)","A- (3.79)"
"Havis, Allan","TDGE 10 - Theatre and Film (B)","S222","25","5","100.0%","100.0%","3.70","A- (3.75)","B+ (3.51)"
"Fulton, Julia","TDGE 11 - Great Performances on Film (A)","S222","47","18","100.0%","100.0%","4.50","A- (3.93)","B+ (3.55)"
"Fulton, Julia","TDGE 124 - Cult Films: Weirdly Dramatic (A)","S222","47","14","100.0%","100.0%","3.83","A- (3.83)","A- (3.86)"
"Havis, Allan","TDGE 124 - Cult Films: Weirdly Dramatic (B)","S222","23","3","100.0%","100.0%","3.83","B+ (3.67)","A- (3.72)"
"Meyer, Ursula","TDGE 125 - Topics in Theatre and Film (A)","S222","45","6","100.0%","83.3%","5.17","A (4.00)","A- (3.71)"
"Williams, Madison Mae","TDGE 125 - Topics in Theatre and Film (B)","S222","18","8","100.0%","100.0%","3.75","B+ (3.67)","N/A"
"Reimer, Jonathan Charles","TDGE 125 - Topics in Theatre and Film (C)","S222","49","8","100.0%","100.0%","3.36","A (4.00)","A- (3.74)"
"Walsh, Kim C.","TDGE 25 - Public Speaking (A)","S222","13","9","100.0%","100.0%","4.28","A (4.00)","N/A"
"Leadbetter, Kristin","TDGE 5 - A Glimpse into Acting (A)","S222","17","14","92.9%","100.0%","5.50","B+ (3.69)","N/A"
"Adler, Steven","TDHT 102 - Masters in Theatre (A)","S222","18","4","100.0%","100.0%","3.00","B+ (3.50)","N/A"
"Caligagan, Maria T.","TDMV 1 - Beginning Ballet (B)","S222","16","5","80.0%","80.0%","3.70","A- (3.75)","N/A"
"Jun, Grace Shin Hae","TDMV 138 - Beginning Hip Hop (A)","S222","31","8","100.0%","100.0%","4.79","A- (3.86)","A (4.00)"
"Caligagan, Tony","TDMV 142 - Latin Dance of the World (A)","S222","13","4","100.0%","100.0%","3.83","A (4.00)","N/A"
"Sammartano, Tonnie","TDMV 2 - Beginning Contemporary Dance (A)","S222","18","5","100.0%","100.0%","2.50","A (4.00)","N/A"
"Nelson-Greenberg, Mara","TDPW 101 - Intermediate Playwriting (A)","S222","13","3","100.0%","100.0%","3.83","B+ (3.33)","N/A"
"Guirguis, Mark C","TDDE 131GS - Spec Topics in Theatre Design (A)","S122","14","5","100.0%","100.0%","4.10","A- (3.75)","N/A"
