"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Nicolazzo, Sarah E.","LTEN 149 - Topics: English-Language Lit (A)","WI22","36","11","100.0%","100.0%","5.70","B+ (3.60)","B+ (3.68)"
"Johnson, Sara E.","LTEN 153 - Revolutnry War/Early Natnl Prd (A)","WI22","38","28","92.9%","100.0%","5.50","B+ (3.58)","A- (3.74)"
"Ruiz, Ariana","LTEN 180 - Chicano Literature in English (A)","WI22","19","9","88.9%","88.9%","4.50","B+ (3.44)","N/A"
"Suzuki, Erin M.","LTEN 181 - Asian American Literature (A)","WI22","38","19","100.0%","100.0%","5.97","B+ (3.63)","B+ (3.62)"
"Childs, Dennis R.","LTEN 183 - Topics/African-American Prose (A)","WI22","26","8","87.5%","100.0%","7.93","B+ (3.67)","B+ (3.64)"
"Childs, Dennis R.","LTEN 185 - Themes/Afro-Americn Literature (A)","WI22","17","6","100.0%","100.0%","4.17","B+ (3.33)","N/A"
"Middleton, Kianna","LTEN 185 - Themes/Afro-Americn Literature (B)","WI22","19","7","100.0%","100.0%","4.50","B+ (3.60)","N/A"
"Vijay, Ameeth Varma","LTEN 189 - 20th Century Postcolonial Lits (A)","WI22","11","5","60.0%","80.0%","4.90","B+ (3.33)","N/A"
"Nicolazzo, Sarah E.","LTEN 22 - Intro/Lit/Brtish Is:1660-1832 (A)","WI22","63","27","100.0%","100.0%","4.35","A- (3.73)","B+ (3.55)"
"Suzuki, Erin M.","LTEN 28 - Intr/Asian-American Literature (A)","WI22","123","63","98.4%","100.0%","3.78","A- (3.83)","A- (3.71)"
"De Marchi Gherini, Adriana","LTEU 105 - Medieval Studies (A)","WI22","34","12","90.9%","90.9%","5.33","B+ (3.64)","A- (3.88)"
"Razor, Sasha","LTEU 154 - Russian Culture (A)","WI22","27","18","100.0%","100.0%","3.38","A- (3.88)","A- (3.78)"
"Verdicchio, Pasquale","LTEU 87 - Freshman Seminar (A)","WI22","12","8","100.0%","100.0%","0.75","A (4.00)","N/A"
"Zhiri, Oumelbanine","LTFR 141 - Topics/Literatures in French (A)","WI22","8","3","100.0%","100.0%","5.17","B+ (3.67)","N/A"
"Ploye, Catherine","LTFR 2B - Intermediate French II (A)","WI22","16","7","85.7%","100.0%","3.93","B+ (3.57)","N/A"
"Ploye, Catherine","LTFR 2C - Intermediate French III (A)","WI22","11","4","100.0%","100.0%","3.50","A- (3.75)","N/A"
"Murray, Kourtney Kristine","LTGK 2 - Intermediate Greek I (A)","WI22","14","8","100.0%","100.0%","4.00","A (4.00)","N/A"
"Fischer-Grunski, Eva K","LTGM 2B - Intermediate German II (A)","WI22","17","7","100.0%","100.0%","4.50","B+ (3.50)","N/A"
"Reid-Olds, Tera","LTIT 12AR - Italian for Spanish Speakrs I (A)","WI22","12","5","100.0%","100.0%","5.70","A- (3.80)","N/A"
"De Marchi Gherini, Adriana","LTIT 2B - Intermediate Italian II (A)","WI22","9","3","100.0%","100.0%","3.17","B+ (3.67)","N/A"
"Cho, Hye Jin","LTKO 1B - Beginning Korean:First Yr. II (A)","WI22","13","7","100.0%","100.0%","5.36","B+ (3.50)","N/A"
"Cho, Hye Jin","LTKO 1B - Beginning Korean:First Yr. II (B)","WI22","27","8","100.0%","100.0%","3.50","A- (3.71)","B+ (3.55)"
"Cho, Hye Jin","LTKO 1B - Beginning Korean:First Yr. II (C)","WI22","26","9","100.0%","100.0%","6.50","A (4.00)","B+ (3.55)"
"Yim, Nancy","LTKO 1B - Beginning Korean:First Yr. II (D)","WI22","15","5","100.0%","100.0%","2.90","B (3.25)","N/A"
"Yim, Nancy","LTKO 1B - Beginning Korean:First Yr. II (E)","WI22","23","6","100.0%","100.0%","5.50","B+ (3.40)","B+ (3.42)"
"Yim, Nancy","LTKO 1B - Beginning Korean:First Yr. II (F)","WI22","24","6","100.0%","100.0%","4.50","A- (3.80)","B+ (3.58)"
"Lee, Jeyseon","LTKO 2B - Intermediate Korean:2nd Yr II (A)","WI22","19","11","100.0%","100.0%","5.05","A- (3.80)","N/A"
"Kelting, Edward William","LTLA 105 - Topics in Latin Literature (A)","WI22","13","8","87.5%","87.5%","6.75","B+ (3.67)","N/A"
"Murray, Kourtney Kristine","LTLA 2 - Intermediate Latin I (A)","WI22","30","12","100.0%","100.0%","5.00","A- (3.75)","A- (3.77)"
"Wells, Patricia Rebecca","LTRU 104C - Advanced Practicum in Russian (A)","WI22","8","5","100.0%","100.0%","4.10","A (4.00)","N/A"
"Razor, Sasha","LTRU 150 - Russian Culture (A)","WI22","7","5","100.0%","100.0%","5.70","A (4.00)","N/A"
"Wells, Patricia Rebecca","LTRU 1B - First-Year Russian (A)","WI22","19","10","100.0%","100.0%","5.70","A- (3.90)","N/A"
"Wells, Patricia Rebecca","LTRU 2B - Second Year Russian (A)","WI22","11","6","100.0%","100.0%","2.90","A- (3.80)","N/A"
"Chacon, Gloria Elizabeth","LTSP 140 - Latin American Novel (A)","WI22","12","4","100.0%","100.0%","5.50","B+ (3.50)","N/A"
